VendorNumber,VendorName,Brand,Description,TotalPurchaseQuantity,TotalPurchaseDollars,TotalFreightCost,TotalSalesQuantity,TotalSalesDollars,TotalExciseTax,GrossProfit,GrossMarginPct,SalesToPurchaseRatio,TotalBeginInventory,TotalEndInventory,AvgInventory,InventoryTurnoverRatio
9165,"ULTRA BEVERAGE COMPANY LLP ",10732,"A Bichot Pnt Nr Bourgogne",890,8722.00,87218.03,877,13745.23,97.62,5023.23,36.55,0.99,223,236,229.5000,3.82
9165,"ULTRA BEVERAGE COMPANY LLP ",10733,"A Bichot Macon-Villages",452,3688.32,37038.96,268,3372.32,29.73,-316.00,-9.37,0.59,36,220,128.0000,2.09
9165,"ULTRA BEVERAGE COMPANY LLP ",10734,"A Bichot Chablis Long Depaqt",838,9821.36,76415.28,739,13133.61,81.92,3312.25,25.22,0.88,89,188,138.5000,5.34
9165,"ULTRA BEVERAGE COMPANY LLP ",11152,"Stemmari Pt Nr",3047,16027.22,191708.89,2996,25744.04,334.00,9716.82,37.74,0.98,586,637,611.5000,4.90
9165,"ULTRA BEVERAGE COMPANY LLP ",11209,"Pezzi King Svgn Bl Dry Creek",1,8.78,1232.90,171,2221.29,18.92,2212.51,99.60,171.00,318,148,233.0000,0.73
9165,"ULTRA BEVERAGE COMPANY LLP ",11296,"Herzog Kosher Merlot",129,1235.82,12625.65,183,2471.17,20.35,1235.35,49.99,1.42,275,221,248.0000,0.74
9165,"ULTRA BEVERAGE COMPANY LLP ",11333,"Herzog Kosher Cab Svgn",455,4186.00,39736.74,465,6311.35,51.52,2125.35,33.68,1.02,338,328,333.0000,1.40
9165,"ULTRA BEVERAGE COMPANY LLP ",11336,"Herzog Kosher Chenin Blanc",168,999.60,24676.92,114,1122.86,12.58,123.26,10.98,0.68,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",11340,"Herzog Kosher Chard",208,1913.60,18983.74,294,3983.06,32.75,2069.46,51.96,1.41,388,302,345.0000,0.85
9165,"ULTRA BEVERAGE COMPANY LLP ",11341,"Herzog Kosher Wh Znfdl",4,18.76,651.91,14,97.86,1.57,79.10,80.83,3.50,10,0,5.0000,2.80
9165,"ULTRA BEVERAGE COMPANY LLP ",11366,"Two Oceans WestrnCape Shiraz",796,4831.72,54809.61,723,6964.77,80.34,2133.05,30.63,0.91,116,189,152.5000,4.74
9165,"ULTRA BEVERAGE COMPANY LLP ",11367,"Two Oceans WstrnCape Svgn Bl",2207,13396.49,151296.36,2187,21002.13,242.80,7605.64,36.21,0.99,500,520,510.0000,4.29
9165,"ULTRA BEVERAGE COMPANY LLP ",11453,"Hangtime Pnt Nr Cal",47,543.32,4965.65,33,560.67,3.66,17.35,3.09,0.70,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",11553,"M by Michael Mondavi Cab Svg",89,10877.58,17518.84,49,9162.51,5.46,-1715.07,-18.72,0.55,42,82,62.0000,0.79
9165,"ULTRA BEVERAGE COMPANY LLP ",11819,"Pacific Rim Vin de Glaci Rsl",226,2336.84,18685.80,266,3966.34,15.39,1629.50,41.08,1.18,152,112,132.0000,2.02
9165,"ULTRA BEVERAGE COMPANY LLP ",11821,"Slingshot Cab Svgn",1974,21042.84,148231.33,1918,33055.82,212.77,12012.98,36.34,0.97,304,360,332.0000,5.78
9165,"ULTRA BEVERAGE COMPANY LLP ",11939,"Colimoro Montepul D'Abruzzo",12,90.96,0.00,12,131.88,1.35,40.92,31.03,1.00,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",12133,"Pro.mis.Q.ous White CA",12,50.88,2427.83,31,191.89,3.47,141.01,73.48,2.58,19,0,9.5000,3.26
9165,"ULTRA BEVERAGE COMPANY LLP ",12134,"Pro.mis.Q.ous Red CA",38,278.54,4427.08,42,461.58,4.67,183.04,39.66,1.11,19,15,17.0000,2.47
9165,"ULTRA BEVERAGE COMPANY LLP ",12192,"Meander Cab Svgn Napa Vly",168,6630.96,17404.09,137,8458.63,15.24,1827.67,21.61,0.82,273,304,288.5000,0.47
9165,"ULTRA BEVERAGE COMPANY LLP ",12253,"Cecchi Natio Organic Chianti",2,10.44,1296.77,92,735.08,10.20,724.64,98.58,46.00,90,0,45.0000,2.04
9165,"ULTRA BEVERAGE COMPANY LLP ",12351,"Mercer Cab Svgn",60,810.60,3686.65,53,1059.47,5.88,248.87,23.49,0.88,19,26,22.5000,2.36
9165,"ULTRA BEVERAGE COMPANY LLP ",12353,"Mercer Merlot",60,784.20,4128.16,87,1739.13,9.69,954.93,54.91,1.45,47,20,33.5000,2.60
9165,"ULTRA BEVERAGE COMPANY LLP ",12354,"Mercer Pnt Gris",6,21.90,897.17,17,89.93,1.92,68.03,75.65,2.83,11,0,5.5000,3.09
9165,"ULTRA BEVERAGE COMPANY LLP ",12355,"Mercer Rsl",24,235.20,2427.83,6,89.94,0.67,-145.26,-161.51,0.25,2,20,11.0000,0.55
9165,"ULTRA BEVERAGE COMPANY LLP ",12368,"Vina Zaco Tempranillo Rioja",4109,29132.81,205119.93,3930,42649.70,437.63,13516.89,31.69,0.96,602,781,691.5000,5.68
9165,"ULTRA BEVERAGE COMPANY LLP ",12378,"Pacific Rim Organic Riesling",108,941.76,10911.41,86,1117.14,9.58,175.38,15.70,0.80,0,22,11.0000,7.82
9165,"ULTRA BEVERAGE COMPANY LLP ",12388,"Cecchi Chianti Clsc Rsv Fami",72,1393.20,6632.43,62,1891.38,6.84,498.18,26.34,0.86,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",12401,"Altos del Cuco Red",1254,9317.22,50336.12,1246,8145.54,139.47,-1171.68,-14.38,0.99,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",12518,"Raimat Vina 24 Albarino Whte",143,1113.97,9623.45,134,801.66,14.95,-312.31,-38.96,0.94,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",12663,"Zin 91 Old Vine Znfdl CA",5886,31784.40,486366.10,5550,44809.50,619.48,13025.10,29.07,0.94,6,342,174.0000,31.90
9165,"ULTRA BEVERAGE COMPANY LLP ",12665,"Umberto Cesari Moma Red",24,281.28,2427.83,28,235.72,3.11,-45.56,-19.33,1.17,4,0,2.0000,14.00
9165,"ULTRA BEVERAGE COMPANY LLP ",12666,"Carpineto Dogajolo Tuscan Wh",3111,20843.70,189710.21,4215,49511.85,468.29,28668.15,57.90,1.35,2302,1198,1750.0000,2.41
9165,"ULTRA BEVERAGE COMPANY LLP ",12924,"Cartlidge & Browne Pnt Nr",452,3914.32,34034.97,400,5115.00,44.43,1200.68,23.47,0.89,172,224,198.0000,2.02
9165,"ULTRA BEVERAGE COMPANY LLP ",12943,"Middle Sister Drama Queen Pi",7481,34412.60,529097.51,7554,71732.46,839.53,37319.86,52.03,1.01,945,872,908.5000,8.31
9165,"ULTRA BEVERAGE COMPANY LLP ",12944,"Middle Sister Rebel Red",2561,17414.80,212281.55,2576,27327.24,285.02,9912.44,36.27,1.01,594,579,586.5000,4.39
9165,"ULTRA BEVERAGE COMPANY LLP ",12945,"Middle Sister Mischief Maker",2027,13682.25,171372.66,2001,20952.99,221.55,7270.74,34.70,0.99,419,445,432.0000,4.63
9165,"ULTRA BEVERAGE COMPANY LLP ",12946,"Middle Sister Smarty Pants C",1413,9283.41,98459.20,1486,14912.14,164.38,5628.73,37.75,1.05,411,338,374.5000,3.97
9165,"ULTRA BEVERAGE COMPANY LLP ",12951,"Purple Cowboy Red",1143,7658.10,94942.51,1100,12457.00,121.92,4798.90,38.52,0.96,269,312,290.5000,3.79
9165,"ULTRA BEVERAGE COMPANY LLP ",13086,"Armand De Brignac Brut",128,23892.48,49242.28,133,37638.67,14.74,13746.19,36.52,1.04,43,38,40.5000,3.28
9165,"ULTRA BEVERAGE COMPANY LLP ",13258,ChocoVine,5847,37947.03,395870.08,5809,62384.91,644.44,24437.88,39.17,0.99,819,857,838.0000,6.93
9165,"ULTRA BEVERAGE COMPANY LLP ",13338,"C'est La Vie Pnt Nr/Syrh VDP",4019,37497.27,182055.06,3989,31896.11,446.16,-5601.16,-17.56,0.99,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",13339,"C'Est La Vie Chard/Svgn Bl",4069,36743.07,204397.59,3929,31434.71,439.79,-5308.36,-16.89,0.97,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",13394,"Debauchery Chard",19,75.81,4444.10,27,156.33,3.03,80.52,51.51,1.42,8,0,4.0000,6.75
9165,"ULTRA BEVERAGE COMPANY LLP ",13395,"Debauchery Svgn Bl",204,1876.80,15342.00,196,2742.04,22.04,865.24,31.55,0.96,4,12,8.0000,24.50
9165,"ULTRA BEVERAGE COMPANY LLP ",13550,"Z Znfdl Tom Eddy",11,378.95,2070.16,18,917.82,1.38,538.87,58.71,1.64,99,92,95.5000,0.19
9165,"ULTRA BEVERAGE COMPANY LLP ",13602,"Frescobaldi Mormoreto Cab Sv",126,3744.72,19143.26,165,10294.35,18.42,6549.63,63.62,1.31,98,59,78.5000,2.10
9165,"ULTRA BEVERAGE COMPANY LLP ",13967,"Villa Sandi Il Fresco Prosec",632,5435.20,46205.88,1009,13211.91,111.90,7776.71,58.86,1.60,789,412,600.5000,1.68
9165,"ULTRA BEVERAGE COMPANY LLP ",13968,"Spellbound Chard",4264,35732.32,333752.40,3941,52498.59,439.62,16766.27,31.94,0.92,687,1010,848.5000,4.64
9165,"ULTRA BEVERAGE COMPANY LLP ",13978,"Jos Phelps Chard",909,21634.20,133356.11,709,24807.91,78.60,3173.71,12.79,0.78,72,272,172.0000,4.12
9165,"ULTRA BEVERAGE COMPANY LLP ",13979,"Jos Phelps Pnt Nr",1730,39565.10,239577.23,1668,58363.32,185.31,18798.22,32.21,0.96,162,224,193.0000,8.64
9165,"ULTRA BEVERAGE COMPANY LLP ",13980,"Dom de Victoires Quincy Whte",97,506.34,3352.13,97,775.03,10.86,268.69,34.67,1.00,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",13981,"Alverdi Pnt Grigio",1581,8316.06,132731.27,1702,14932.98,188.79,6616.92,44.31,1.08,458,337,397.5000,4.28
9165,"ULTRA BEVERAGE COMPANY LLP ",13985,"Luiano Chianti Clsc",241,1814.73,21041.74,272,3214.28,15.62,1399.55,43.54,1.13,56,25,40.5000,6.72
9165,"ULTRA BEVERAGE COMPANY LLP ",14300,"Masi Passo Doble",551,4093.93,52994.79,560,6650.40,62.03,2556.47,38.44,1.02,262,253,257.5000,2.17
9165,"ULTRA BEVERAGE COMPANY LLP ",14347,"De Martino Cab Svgn Estate",1,9.14,0.00,1,13.99,0.11,4.85,34.67,1.00,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",14348,"De Martino Carmenere Estate",334,2414.82,25507.79,318,3611.82,35.15,1197.00,33.14,0.95,115,131,123.0000,2.59
9165,"ULTRA BEVERAGE COMPANY LLP ",14631,"Dom Serene Yamhill Cv Pnt Nr",969,23091.27,86063.85,832,30323.68,92.21,7232.41,23.85,0.86,235,372,303.5000,2.74
9165,"ULTRA BEVERAGE COMPANY LLP ",14632,"Dom Serene Evenstad 11 Pnt N",303,10944.36,24780.20,284,16964.16,31.60,6019.80,35.49,0.94,121,140,130.5000,2.18
9165,"ULTRA BEVERAGE COMPANY LLP ",14663,"Spellbound Merlot",1859,16322.02,128994.04,1724,22967.76,191.18,6645.74,28.94,0.93,486,621,553.5000,3.11
9165,"ULTRA BEVERAGE COMPANY LLP ",14799,"A Bichot Pouilly-Fuisse",627,8088.30,62816.73,569,11751.31,63.01,3663.01,31.17,0.91,96,154,125.0000,4.55
9165,"ULTRA BEVERAGE COMPANY LLP ",15035,"Morellino d Scansano Rsv",3592,26329.36,504245.05,4296,47213.04,480.42,20883.68,44.23,1.20,704,0,352.0000,12.20
9165,"ULTRA BEVERAGE COMPANY LLP ",15079,"Anna de Codorniu Brut Cava",1889,14620.86,135329.01,1811,20522.89,201.89,5902.03,28.76,0.96,174,252,213.0000,8.50
9165,"ULTRA BEVERAGE COMPANY LLP ",15094,"Butter Chard",28274,256727.92,1202612.82,25366,368418.66,2840.41,111690.74,30.32,0.90,1387,4295,2841.0000,8.93
9165,"ULTRA BEVERAGE COMPANY LLP ",15167,"De Martino Svgn Bl Organic",12,114.96,1118.87,12,167.88,1.33,52.92,31.52,1.00,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",15171,"Cecchi Litorale Vermentino",377,3517.41,36783.23,305,4416.95,33.85,899.54,20.37,0.81,13,85,49.0000,6.22
9165,"ULTRA BEVERAGE COMPANY LLP ",15222,"Le Volte Red Toscana",23,441.60,2193.94,23,666.77,2.59,225.17,33.77,1.00,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",15315,"Middle Sister Sweet & Sassy",3082,20248.74,246435.37,3046,32433.54,337.70,12184.80,37.57,0.99,421,457,439.0000,6.94
9165,"ULTRA BEVERAGE COMPANY LLP ",15316,"Purple Cowboy Cab Svgn",12,109.68,2427.83,0,0.00,0.00,-109.68,NULL,0.00,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",15334,"Brotte La Griveliere CDR",976,5924.32,77971.04,1012,9872.88,112.40,3948.56,39.99,1.04,272,236,254.0000,3.98
9165,"ULTRA BEVERAGE COMPANY LLP ",15347,"Bunraku Nihonjin No Wasuremo",200,1046.00,4004.04,199,1230.01,8.88,184.01,14.96,1.00,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",15349,"Itami Onigoroshi Junmal Shu",461,2424.86,34283.93,393,3140.07,16.91,715.21,22.78,0.85,40,108,74.0000,5.31
9165,"ULTRA BEVERAGE COMPANY LLP ",15350,"Kitaya Ai No Hime Sprkl Sake",288,2125.44,24267.64,272,2989.28,7.59,863.84,28.90,0.94,100,116,108.0000,2.52
9165,"ULTRA BEVERAGE COMPANY LLP ",15404,"Dom Serene Rose",188,3047.48,21197.88,234,5676.66,26.06,2629.18,46.32,1.24,51,5,28.0000,8.36
9165,"ULTRA BEVERAGE COMPANY LLP ",15425,"John Anthony Svgn Bl",80,1149.60,4371.01,73,1605.27,8.18,455.67,28.39,0.91,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",15503,"Opici Sangria",4159,35767.40,1066020.87,4123,55872.77,1855.35,20105.37,35.98,0.99,452,488,470.0000,8.77
9165,"ULTRA BEVERAGE COMPANY LLP ",15549,"CastelGiocondo Brunello 07",80,2206.40,11735.32,540,21594.60,60.17,19388.20,89.78,6.75,463,3,233.0000,2.32
9165,"ULTRA BEVERAGE COMPANY LLP ",15575,"Monte Faliesi Falanghina",423,2487.24,37898.41,1605,14428.95,178.35,11941.71,82.76,3.79,1447,265,856.0000,1.88
9165,"ULTRA BEVERAGE COMPANY LLP ",15605,"La Mondotte 08 St Emilion",3,484.92,1582.29,8,1887.92,0.89,1403.00,74.31,2.67,18,13,15.5000,0.52
9165,"ULTRA BEVERAGE COMPANY LLP ",15850,"Sextant Znfdl",157,763.02,5167.52,157,1144.53,17.56,381.51,33.33,1.00,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",15851,"Sextant Wheelhouse Znfdl",108,1340.28,5286.09,96,863.04,10.75,-477.24,-55.30,0.89,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",15970,"Alexana Revana Vyd Pnt Nr",195,4176.90,35166.44,189,8047.11,20.91,3870.21,48.09,0.97,171,177,174.0000,1.09
9165,"ULTRA BEVERAGE COMPANY LLP ",15971,"Revana Cab Svgn Napa Vly",27,1941.03,7909.67,88,9679.12,9.77,7738.09,79.95,3.26,138,77,107.5000,0.82
9165,"ULTRA BEVERAGE COMPANY LLP ",15981,"Verde Sole Znfdl",448,4179.84,34020.88,478,6549.22,53.09,2369.38,36.18,1.07,335,305,320.0000,1.49
9165,"ULTRA BEVERAGE COMPANY LLP ",16155,"Joseph Phelps Insignia 08",22,2330.90,6554.00,39,6239.61,4.34,3908.71,62.64,1.77,31,14,22.5000,1.73
9165,"ULTRA BEVERAGE COMPANY LLP ",16189,"Frescobaldi Tenuta Castglni",3116,55682.92,141932.09,2562,42959.38,285.47,-12723.54,-29.62,0.82,93,647,370.0000,6.92
9165,"ULTRA BEVERAGE COMPANY LLP ",16190,"Morande Edicion Limitada",6,58.80,2094.76,19,284.81,2.12,226.01,79.35,3.17,13,0,6.5000,2.92
9165,"ULTRA BEVERAGE COMPANY LLP ",16238,"C'est La Vie Syrah-Grenache",2,18.90,1257.30,2,27.98,0.22,9.08,32.45,1.00,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",16357,"Mercer Canyons Rsl",12,108.96,0.00,12,167.88,1.35,58.92,35.10,1.00,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",16646,"Cesari Jema Corvina Veronese",106,2563.08,11848.07,89,3292.11,9.98,729.03,22.14,0.84,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",16647,"Cesari Lugana Cento Filari",226,1918.74,8868.33,829,10768.71,92.84,8849.97,82.18,3.67,603,0,301.5000,2.75
9165,"ULTRA BEVERAGE COMPANY LLP ",16649,"Cesari Valpo Classico",27,261.09,3407.07,66,989.34,7.31,728.25,73.61,2.44,39,0,19.5000,3.38
9165,"ULTRA BEVERAGE COMPANY LLP ",16661,"John Anthony Cab Svgn Napa",46,1791.70,6636.31,46,2759.54,5.19,967.84,35.07,1.00,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",16725,"Moonstone Asian Pear Sake",1202,5565.26,100780.35,1197,8367.03,51.38,2801.77,33.49,1.00,174,179,176.5000,6.78
9165,"ULTRA BEVERAGE COMPANY LLP ",16726,"g Sake",158,1387.24,7291.70,158,819.92,6.99,-567.32,-69.19,1.00,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",16776,"Amapola Creek Cab Svgn 10",12,928.68,0.00,3,338.97,0.66,-589.71,-173.97,0.25,2,11,6.5000,0.46
9165,"ULTRA BEVERAGE COMPANY LLP ",16778,"Lange Willamette Chard",588,6485.64,48459.20,671,10751.29,74.38,4265.65,39.68,1.14,347,264,305.5000,2.20
9165,"ULTRA BEVERAGE COMPANY LLP ",16781,"Mica Cab Svgn",83,3694.33,13490.27,132,9008.68,14.64,5314.35,58.99,1.59,79,30,54.5000,2.42
9165,"ULTRA BEVERAGE COMPANY LLP ",16782,"Penner-Ash Willamette Pnt Nr",360,8820.00,63243.64,387,14394.13,42.85,5574.13,38.73,1.08,156,129,142.5000,2.72
9165,"ULTRA BEVERAGE COMPANY LLP ",16827,"Cesari Bosan Amarone",18,1094.40,0.00,0,0.00,0.00,-1094.40,NULL,0.00,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",16878,"Goosebump Velvety Red",1621,8461.62,138215.68,1692,13879.08,188.52,5417.46,39.03,1.04,445,374,409.5000,4.13
9165,"ULTRA BEVERAGE COMPANY LLP ",16947,"Altadonna Nero D'Avola",28,209.44,3348.66,114,1594.86,12.62,1385.42,86.87,4.07,130,44,87.0000,1.31
9165,"ULTRA BEVERAGE COMPANY LLP ",16961,"CastelGiocondo 10 Brun Montl",96,3715.20,8076.57,74,4883.26,8.28,1168.06,23.92,0.77,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",17059,"Murai Nigori Genshu Sake",543,3209.13,42586.44,484,4502.16,20.47,1293.03,28.72,0.89,73,132,102.5000,4.72
9165,"ULTRA BEVERAGE COMPANY LLP ",17100,"Z-52 Znfdl Lodi Old Vines",3,15.57,2887.00,214,1709.86,23.77,1694.29,99.09,71.33,211,0,105.5000,2.03
9165,"ULTRA BEVERAGE COMPANY LLP ",17145,"Honeymaker Blueberry Mead",856,9895.36,69630.79,812,14218.88,89.58,4323.52,30.41,0.95,223,267,245.0000,3.31
9165,"ULTRA BEVERAGE COMPANY LLP ",17146,"Honeymaker Dry Mead",699,6346.92,60750.08,707,11211.93,78.06,4865.01,43.39,1.01,272,264,268.0000,2.64
9165,"ULTRA BEVERAGE COMPANY LLP ",17147,"Honeymaker Lavender Mead",881,7955.43,82194.67,818,12384.82,90.28,4429.39,35.76,0.93,192,255,223.5000,3.66
9165,"ULTRA BEVERAGE COMPANY LLP ",17148,"Insomnia Red",118,620.68,8911.91,54,485.46,6.00,-135.22,-27.85,0.46,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",17170,"Zeitgeist Cab Svgn Napa Vly",97,3441.56,6284.36,149,4604.01,16.63,1162.45,25.25,1.54,53,1,27.0000,5.52
9165,"ULTRA BEVERAGE COMPANY LLP ",17281,"Ch Magrez Fombrauge 09",30,2670.90,7174.70,34,4419.66,3.81,1748.76,39.57,1.13,66,62,64.0000,0.53
9165,"ULTRA BEVERAGE COMPANY LLP ",17282,"Ch Fugue de Nenin 09",4,78.36,2542.36,6,173.94,0.66,95.58,54.95,1.50,2,0,1.0000,6.00
9165,"ULTRA BEVERAGE COMPANY LLP ",17308,"Novelty Hill Cab Svgn CV",893,13546.81,73296.04,908,19610.92,100.75,6064.11,30.92,1.02,246,231,238.5000,3.81
9165,"ULTRA BEVERAGE COMPANY LLP ",17368,"Emblem Cab Svgn Oso Vyd",43,1275.81,3889.65,23,1074.77,2.57,-201.04,-18.71,0.53,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",17507,"Rainstorm Pnt Nr",536,5354.64,40726.25,557,8844.43,61.95,3489.79,39.46,1.04,173,152,162.5000,3.43
9165,"ULTRA BEVERAGE COMPANY LLP ",17528,"Dom Serene Roadblock Syrah",6,73.44,812.86,20,359.80,2.24,286.36,79.59,3.33,14,0,7.0000,2.86
9165,"ULTRA BEVERAGE COMPANY LLP ",17529,"Dom Serene Evenstad Chard",109,3133.75,7186.88,141,6222.59,15.66,3088.84,49.64,1.29,92,60,76.0000,1.86
9165,"ULTRA BEVERAGE COMPANY LLP ",17747,"Penner-Ash Viognier",12,215.88,1402.21,9,251.91,0.99,36.03,14.30,0.75,5,8,6.5000,1.38
9165,"ULTRA BEVERAGE COMPANY LLP ",17864,"Mermelada Sassy Red",2,15.78,1552.46,2,23.98,0.22,8.20,34.20,1.00,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",17866,"James Mitchell Cab Svgn",1071,9531.90,72366.51,958,11831.42,106.54,2299.52,19.44,0.89,116,229,172.5000,5.55
9165,"ULTRA BEVERAGE COMPANY LLP ",17983,"Coppo L'Avvocata",58,665.84,3430.65,74,1152.26,8.23,486.42,42.21,1.28,39,23,31.0000,2.39
9165,"ULTRA BEVERAGE COMPANY LLP ",18001,"Ruca Malen Malbec Rsv",640,7059.20,53741.93,605,9945.95,66.96,2886.75,29.02,0.95,97,132,114.5000,5.28
9165,"ULTRA BEVERAGE COMPANY LLP ",18013,"Cecchi Sangiovese",19643,92125.67,778248.79,19741,153620.59,2206.73,61494.92,40.03,1.01,4350,4252,4301.0000,4.59
9165,"ULTRA BEVERAGE COMPANY LLP ",18017,"Verde Sole Pnt Grigio",48,342.72,4543.57,49,536.51,5.47,193.79,36.12,1.02,1,0,0.5000,98.00
9165,"ULTRA BEVERAGE COMPANY LLP ",18071,"Novelty Hill Chard SWC",36,476.64,2427.83,0,0.00,0.00,-476.64,NULL,0.00,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",18073,"Debauchery Pnt Nr",1,3.94,812.86,2,11.58,0.22,7.64,65.98,2.00,1,0,0.5000,4.00
9165,"ULTRA BEVERAGE COMPANY LLP ",18193,"Joseph Phelps Insignia 09",4,418.28,2886.72,16,2559.84,1.76,2141.56,83.66,4.00,13,1,7.0000,2.29
9165,"ULTRA BEVERAGE COMPANY LLP ",18263,"Gianni Gagliardo Dolcetto D'",49,616.42,6491.10,50,949.50,5.51,333.08,35.08,1.02,23,22,22.5000,2.22
9165,"ULTRA BEVERAGE COMPANY LLP ",18265,"Gianni Gagliardo Barolo S 07",10,466.10,2453.05,21,1580.79,2.32,1114.69,70.51,2.10,20,9,14.5000,1.45
9165,"ULTRA BEVERAGE COMPANY LLP ",18267,"Caprai Montefalco Passito 06",32,691.52,4793.15,110,3518.90,6.25,2827.38,80.35,3.44,102,24,63.0000,1.75
9165,"ULTRA BEVERAGE COMPANY LLP ",18268,"Caprai Montefalco Rosso 09",48,631.20,5074.54,68,813.32,7.54,182.12,22.39,1.42,20,0,10.0000,6.80
9165,"ULTRA BEVERAGE COMPANY LLP ",18269,"Masi Serego Alighieri Amaron",30,1470.00,0.00,19,1405.81,2.11,-64.19,-4.57,0.63,14,25,19.5000,0.97
9165,"ULTRA BEVERAGE COMPANY LLP ",18270,"Donnafugata Ben Rye",72,820.80,3796.66,72,1223.28,4.07,402.48,32.90,1.00,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",18271,"Masi Campolongo di Torbe Ama",23,1896.58,7033.55,22,2793.78,2.45,897.20,32.11,0.96,2,3,2.5000,8.80
9165,"ULTRA BEVERAGE COMPANY LLP ",18276,"Cecchi Coevo Wood",22,780.56,8975.75,82,4859.18,9.10,4078.62,83.94,3.73,100,40,70.0000,1.17
9165,"ULTRA BEVERAGE COMPANY LLP ",18278,"Cecchi Nobile Montepulciano",289,4652.90,39073.83,300,7202.00,33.26,2549.10,35.39,1.04,72,61,66.5000,4.51
9165,"ULTRA BEVERAGE COMPANY LLP ",18615,"Ruca Malen Cab Svgn Rsv",153,1664.64,21206.83,183,2996.17,20.25,1331.53,44.44,1.20,108,78,93.0000,1.97
9165,"ULTRA BEVERAGE COMPANY LLP ",18621,"Villa Sandi Il Fresco Rose",24,259.20,2427.83,5,79.95,0.55,-179.25,-224.20,0.21,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",18622,"Bruno Giacosa Roero Arneisxc",12,96.72,2427.83,12,149.88,1.35,53.16,35.47,1.00,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",18624,"Donnafugata Mille una Notte",2,100.68,1257.30,7,510.93,0.78,410.25,80.29,3.50,5,0,2.5000,2.80
9165,"ULTRA BEVERAGE COMPANY LLP ",18627,"Viberti Chard",36,108.36,1296.77,17,308.23,1.90,199.87,64.84,0.47,1,20,10.5000,1.62
9165,"ULTRA BEVERAGE COMPANY LLP ",18628,"Viberti Bricco Airoli",3,58.77,812.86,47,1362.53,5.18,1303.76,95.69,15.67,49,5,27.0000,1.74
9165,"ULTRA BEVERAGE COMPANY LLP ",18629,"Viberti Langhe Nebbolio",152,2096.08,16004.10,249,5043.51,27.78,2947.43,58.44,1.64,113,16,64.5000,3.86
9165,"ULTRA BEVERAGE COMPANY LLP ",18632,"Viberti Barolo Buon Padre",3,77.46,2302.29,5,212.95,0.55,135.49,63.63,1.67,2,0,1.0000,5.00
9165,"ULTRA BEVERAGE COMPANY LLP ",18637,"Iris Vineyard Pnt Nr",404,5280.28,37670.04,347,6936.53,38.37,1656.25,23.88,0.86,108,165,136.5000,2.54
9165,"ULTRA BEVERAGE COMPANY LLP ",18638,"Waterstone Cab Svgn",941,15573.55,80315.18,952,23853.48,105.55,8279.93,34.71,1.01,297,286,291.5000,3.27
9165,"ULTRA BEVERAGE COMPANY LLP ",18640,"Fetzer Quartz White Blend",248,875.44,3352.13,177,936.33,19.77,60.89,6.50,0.71,NULL,NULL,NULL,NULL
